images,mask
images/pc_2_YY1216113415_frame0066.png,labels/pc_2_YY1216113415_frame0066.png
images/pc_2_YY1216113415_frame0067.png,labels/pc_2_YY1216113415_frame0067.png
images/pc_2_YY1216113415_frame0068.png,labels/pc_2_YY1216113415_frame0068.png
images/pc_2_YY1216113415_frame0069.png,labels/pc_2_YY1216113415_frame0069.png
images/pc_2_YY1216113415_frame0070.png,labels/pc_2_YY1216113415_frame0070.png
images/pc_2_YY1216113415_frame0071.png,labels/pc_2_YY1216113415_frame0071.png
images/pc_2_YY1216113415_frame0072.png,labels/pc_2_YY1216113415_frame0072.png
images/pc_2_YY1216115916_frame0000.png,labels/pc_2_YY1216115916_frame0000.png
images/pc_2_YY1216115916_frame0001.png,labels/pc_2_YY1216115916_frame0001.png
images/pc_2_YY1216115916_frame0002.png,labels/pc_2_YY1216115916_frame0002.png
images/pc_2_YY1216115916_frame0003.png,labels/pc_2_YY1216115916_frame0003.png
images/pc_2_YY1216115916_frame0004.png,labels/pc_2_YY1216115916_frame0004.png
images/pc_2_YY1216115916_frame0005.png,labels/pc_2_YY1216115916_frame0005.png
images/pc_2_YY1216115916_frame0006.png,labels/pc_2_YY1216115916_frame0006.png
images/pc_2_YY1216115916_frame0007.png,labels/pc_2_YY1216115916_frame0007.png
images/pc_2_YY1216115916_frame0008.png,labels/pc_2_YY1216115916_frame0008.png
images/pc_2_YY1216115916_frame0009.png,labels/pc_2_YY1216115916_frame0009.png
images/pc_2_YY1216115916_frame0010.png,labels/pc_2_YY1216115916_frame0010.png
images/pc_2_YY1216115916_frame0011.png,labels/pc_2_YY1216115916_frame0011.png
images/pc_2_YY1216115916_frame0012.png,labels/pc_2_YY1216115916_frame0012.png
images/pc_2_YY1216115916_frame0013.png,labels/pc_2_YY1216115916_frame0013.png
images/pc_2_YY1216115916_frame0014.png,labels/pc_2_YY1216115916_frame0014.png
images/pc_2_YY1216115916_frame0015.png,labels/pc_2_YY1216115916_frame0015.png
images/pc_2_YY1216115916_frame0016.png,labels/pc_2_YY1216115916_frame0016.png
images/pc_2_YY1216115916_frame0017.png,labels/pc_2_YY1216115916_frame0017.png
images/pc_2_YY1216115916_frame0018.png,labels/pc_2_YY1216115916_frame0018.png
images/pc_2_YY1216115916_frame0019.png,labels/pc_2_YY1216115916_frame0019.png
images/pc_2_YY1216115916_frame0020.png,labels/pc_2_YY1216115916_frame0020.png
images/pc_2_YY1216115916_frame0021.png,labels/pc_2_YY1216115916_frame0021.png
images/pc_2_YY1216115916_frame0022.png,labels/pc_2_YY1216115916_frame0022.png
images/pc_2_YY1216115916_frame0023.png,labels/pc_2_YY1216115916_frame0023.png
images/pc_2_YY1216115916_frame0024.png,labels/pc_2_YY1216115916_frame0024.png
images/pc_2_YY1216115916_frame0025.png,labels/pc_2_YY1216115916_frame0025.png
images/pc_2_YY1216115916_frame0189.png,labels/pc_2_YY1216115916_frame0189.png
images/pc_2_YY1216115916_frame0190.png,labels/pc_2_YY1216115916_frame0190.png
images/pc_2_YY1216115916_frame0191.png,labels/pc_2_YY1216115916_frame0191.png
images/pc_2_YY1216115916_frame0192.png,labels/pc_2_YY1216115916_frame0192.png
images/pc_2_YY1216115916_frame0193.png,labels/pc_2_YY1216115916_frame0193.png
images/pc_2_YY1216115916_frame0194.png,labels/pc_2_YY1216115916_frame0194.png
images/pc_2_YY1216115916_frame0195.png,labels/pc_2_YY1216115916_frame0195.png
images/pc_2_YY1216115916_frame0196.png,labels/pc_2_YY1216115916_frame0196.png
images/pc_2_YY1216115916_frame0197.png,labels/pc_2_YY1216115916_frame0197.png
images/pc_2_YY1216115916_frame0198.png,labels/pc_2_YY1216115916_frame0198.png
images/pc_2_YY1216115916_frame0199.png,labels/pc_2_YY1216115916_frame0199.png
images/pc_2_YY1216132106_frame-001.png,labels/pc_2_YY1216132106_frame-001.png
images/pc_2_YY1216132106_frame0000.png,labels/pc_2_YY1216132106_frame0000.png
images/pc_2_YY1216132106_frame0001.png,labels/pc_2_YY1216132106_frame0001.png
images/pc_2_YY1216132106_frame0002.png,labels/pc_2_YY1216132106_frame0002.png
images/pc_2_YY1216132106_frame0003.png,labels/pc_2_YY1216132106_frame0003.png
images/pc_2_YY1216132106_frame0004.png,labels/pc_2_YY1216132106_frame0004.png
images/pc_2_YY1216132106_frame0005.png,labels/pc_2_YY1216132106_frame0005.png
images/pc_2_YY1216132106_frame0006.png,labels/pc_2_YY1216132106_frame0006.png
images/pc_2_YY1216132106_frame0007.png,labels/pc_2_YY1216132106_frame0007.png
images/pc_2_YY1216132106_frame0008.png,labels/pc_2_YY1216132106_frame0008.png
images/pc_2_YY1216132106_frame0009.png,labels/pc_2_YY1216132106_frame0009.png
images/pc_2_YY1216132106_frame0010.png,labels/pc_2_YY1216132106_frame0010.png
images/pc_2_YY1216132106_frame0011.png,labels/pc_2_YY1216132106_frame0011.png
images/pc_2_YY1216132106_frame0012.png,labels/pc_2_YY1216132106_frame0012.png
images/pc_2_YY1216132106_frame0013.png,labels/pc_2_YY1216132106_frame0013.png
images/pc_2_YY1216132106_frame0014.png,labels/pc_2_YY1216132106_frame0014.png
images/pc_2_YY1216132106_frame0015.png,labels/pc_2_YY1216132106_frame0015.png
images/pc_2_YY1216132106_frame0016.png,labels/pc_2_YY1216132106_frame0016.png
images/pc_2_YY1216132106_frame0017.png,labels/pc_2_YY1216132106_frame0017.png
images/pc_2_YY1216132106_frame0018.png,labels/pc_2_YY1216132106_frame0018.png
images/pc_2_YY1216132106_frame0019.png,labels/pc_2_YY1216132106_frame0019.png
images/pc_2_YY1216132106_frame0020.png,labels/pc_2_YY1216132106_frame0020.png
images/pc_2_YY1216132106_frame0032.png,labels/pc_2_YY1216132106_frame0032.png
images/pc_2_YY1216132106_frame0033.png,labels/pc_2_YY1216132106_frame0033.png
images/pc_2_YY1216132106_frame0034.png,labels/pc_2_YY1216132106_frame0034.png
images/pc_2_YY1216132106_frame0035.png,labels/pc_2_YY1216132106_frame0035.png
images/pc_2_YY1216132106_frame0036.png,labels/pc_2_YY1216132106_frame0036.png
images/pc_2_YY1216132106_frame0037.png,labels/pc_2_YY1216132106_frame0037.png
images/pc_2_YY1216132106_frame0038.png,labels/pc_2_YY1216132106_frame0038.png
images/pc_2_YY1216132106_frame0039.png,labels/pc_2_YY1216132106_frame0039.png
images/pc_2_YY1216132106_frame0040.png,labels/pc_2_YY1216132106_frame0040.png
images/pc_2_YY1216132106_frame0041.png,labels/pc_2_YY1216132106_frame0041.png
images/pc_2_YY1216132106_frame0042.png,labels/pc_2_YY1216132106_frame0042.png
images/pc_2_YY1216132106_frame0043.png,labels/pc_2_YY1216132106_frame0043.png
images/pc_2_YY1216133728_frame0097.png,labels/pc_2_YY1216133728_frame0097.png
images/pc_2_YY1216133728_frame0098.png,labels/pc_2_YY1216133728_frame0098.png
images/pc_2_YY1216133728_frame0099.png,labels/pc_2_YY1216133728_frame0099.png
images/pc_2_YY1216133728_frame0100.png,labels/pc_2_YY1216133728_frame0100.png
images/pc_3_YY1216100920_frame0000.png,labels/pc_3_YY1216100920_frame0000.png
images/pc_3_YY1216100920_frame0001.png,labels/pc_3_YY1216100920_frame0001.png
images/pc_3_YY1216100920_frame0002.png,labels/pc_3_YY1216100920_frame0002.png
images/pc_3_YY1216100920_frame0003.png,labels/pc_3_YY1216100920_frame0003.png
images/pc_3_YY1216100920_frame0004.png,labels/pc_3_YY1216100920_frame0004.png
images/pc_3_YY1216100920_frame0005.png,labels/pc_3_YY1216100920_frame0005.png
images/pc_3_YY1216100920_frame0006.png,labels/pc_3_YY1216100920_frame0006.png
images/pc_3_YY1216100920_frame0007.png,labels/pc_3_YY1216100920_frame0007.png
images/pc_3_YY1216100920_frame0008.png,labels/pc_3_YY1216100920_frame0008.png
images/pc_3_YY1216100920_frame0009.png,labels/pc_3_YY1216100920_frame0009.png
images/pc_3_YY1216100920_frame0010.png,labels/pc_3_YY1216100920_frame0010.png
images/pc_3_YY1216100920_frame0011.png,labels/pc_3_YY1216100920_frame0011.png
images/pc_3_YY1216100920_frame0012.png,labels/pc_3_YY1216100920_frame0012.png
images/pc_3_YY1216100920_frame0013.png,labels/pc_3_YY1216100920_frame0013.png
images/pc_3_YY1216100920_frame0014.png,labels/pc_3_YY1216100920_frame0014.png
images/pc_3_YY1216100920_frame0015.png,labels/pc_3_YY1216100920_frame0015.png
images/pc_3_YY1216100920_frame0016.png,labels/pc_3_YY1216100920_frame0016.png
images/pc_3_YY1216100920_frame0017.png,labels/pc_3_YY1216100920_frame0017.png
images/pc_3_YY1216100920_frame0018.png,labels/pc_3_YY1216100920_frame0018.png
images/pc_3_YY1216100920_frame0019.png,labels/pc_3_YY1216100920_frame0019.png
images/pc_3_YY1216100920_frame0020.png,labels/pc_3_YY1216100920_frame0020.png
images/pc_3_YY1216100920_frame0021.png,labels/pc_3_YY1216100920_frame0021.png
images/pc_3_YY1216100920_frame0022.png,labels/pc_3_YY1216100920_frame0022.png
images/pc_3_YY1216100920_frame0023.png,labels/pc_3_YY1216100920_frame0023.png
images/pc_3_YY1216100920_frame0024.png,labels/pc_3_YY1216100920_frame0024.png
images/pc_3_YY1216100920_frame0025.png,labels/pc_3_YY1216100920_frame0025.png
images/pc_3_YY1216100920_frame0053.png,labels/pc_3_YY1216100920_frame0053.png
images/pc_3_YY1216100920_frame0054.png,labels/pc_3_YY1216100920_frame0054.png
images/pc_3_YY1216100920_frame0055.png,labels/pc_3_YY1216100920_frame0055.png
images/pc_3_YY1216100920_frame0056.png,labels/pc_3_YY1216100920_frame0056.png
images/pc_3_YY1216100920_frame0057.png,labels/pc_3_YY1216100920_frame0057.png
images/pc_3_YY1216100920_frame0058.png,labels/pc_3_YY1216100920_frame0058.png
images/pc_3_YY1216103114_frame-001.png,labels/pc_3_YY1216103114_frame-001.png
images/pc_3_YY1216103114_frame0000.png,labels/pc_3_YY1216103114_frame0000.png
images/pc_3_YY1216103114_frame0001.png,labels/pc_3_YY1216103114_frame0001.png
images/pc_3_YY1216103114_frame0002.png,labels/pc_3_YY1216103114_frame0002.png
images/pc_3_YY1216103114_frame0003.png,labels/pc_3_YY1216103114_frame0003.png
images/pc_3_YY1216103114_frame0004.png,labels/pc_3_YY1216103114_frame0004.png
images/pc_3_YY1216103114_frame0005.png,labels/pc_3_YY1216103114_frame0005.png
images/pc_3_YY1216103114_frame0006.png,labels/pc_3_YY1216103114_frame0006.png
images/pc_3_YY1216103114_frame0007.png,labels/pc_3_YY1216103114_frame0007.png
images/pc_3_YY1216103114_frame0008.png,labels/pc_3_YY1216103114_frame0008.png
images/pc_3_YY1216103114_frame0009.png,labels/pc_3_YY1216103114_frame0009.png
images/pc_3_YY1216103114_frame0010.png,labels/pc_3_YY1216103114_frame0010.png
images/pc_3_YY1216103114_frame0011.png,labels/pc_3_YY1216103114_frame0011.png
images/pc_3_YY1216103114_frame0012.png,labels/pc_3_YY1216103114_frame0012.png
images/pc_3_YY1216103114_frame0013.png,labels/pc_3_YY1216103114_frame0013.png
images/pc_3_YY1216103114_frame0014.png,labels/pc_3_YY1216103114_frame0014.png
images/pc_3_YY1216103114_frame0015.png,labels/pc_3_YY1216103114_frame0015.png
images/pc_3_YY1216103114_frame0016.png,labels/pc_3_YY1216103114_frame0016.png
images/pc_3_YY1216103114_frame0017.png,labels/pc_3_YY1216103114_frame0017.png
images/pc_3_YY1216103114_frame0018.png,labels/pc_3_YY1216103114_frame0018.png
images/pc_3_YY1216103114_frame0070.png,labels/pc_3_YY1216103114_frame0070.png
images/pc_3_YY1216103114_frame0071.png,labels/pc_3_YY1216103114_frame0071.png
images/pc_3_YY1216103114_frame0072.png,labels/pc_3_YY1216103114_frame0072.png
images/pc_3_YY1216103114_frame0073.png,labels/pc_3_YY1216103114_frame0073.png
images/pc_3_YY1216103114_frame0074.png,labels/pc_3_YY1216103114_frame0074.png
images/pc_3_YY1216103114_frame0075.png,labels/pc_3_YY1216103114_frame0075.png
images/pc_3_YY1216103114_frame0076.png,labels/pc_3_YY1216103114_frame0076.png
images/pc_3_YY1216103114_frame0077.png,labels/pc_3_YY1216103114_frame0077.png
images/pc_3_YY1216105107_frame0077.png,labels/pc_3_YY1216105107_frame0077.png
images/pc_3_YY1216105107_frame0078.png,labels/pc_3_YY1216105107_frame0078.png
images/pc_3_YY1216105107_frame0079.png,labels/pc_3_YY1216105107_frame0079.png
images/pc_3_YY1216105107_frame0080.png,labels/pc_3_YY1216105107_frame0080.png
images/pc_3_YY1216105107_frame0081.png,labels/pc_3_YY1216105107_frame0081.png
images/pc_3_YY1216105107_frame0082.png,labels/pc_3_YY1216105107_frame0082.png
images/pc_3_YY1216105107_frame0083.png,labels/pc_3_YY1216105107_frame0083.png
images/pc_3_YY1216105107_frame0084.png,labels/pc_3_YY1216105107_frame0084.png
images/pc_3_YY1216105107_frame0085.png,labels/pc_3_YY1216105107_frame0085.png
images/pc_3_YY1216105107_frame0086.png,labels/pc_3_YY1216105107_frame0086.png
images/pc_3_YY1216105107_frame0087.png,labels/pc_3_YY1216105107_frame0087.png
images/pc_3_YY1216105107_frame0088.png,labels/pc_3_YY1216105107_frame0088.png
images/pc_3_YY1216105107_frame0089.png,labels/pc_3_YY1216105107_frame0089.png
images/pc_3_YY1216105107_frame0090.png,labels/pc_3_YY1216105107_frame0090.png
images/pc_3_YY1216105107_frame0091.png,labels/pc_3_YY1216105107_frame0091.png
images/pc_3_YY1216105107_frame0092.png,labels/pc_3_YY1216105107_frame0092.png
images/pc_3_YY1216105107_frame0093.png,labels/pc_3_YY1216105107_frame0093.png
images/pc_3_YY1216105107_frame0094.png,labels/pc_3_YY1216105107_frame0094.png
images/pc_3_YY1216105107_frame0095.png,labels/pc_3_YY1216105107_frame0095.png
images/pc_3_YY1216105107_frame0096.png,labels/pc_3_YY1216105107_frame0096.png
images/pc_3_YY1216105107_frame0097.png,labels/pc_3_YY1216105107_frame0097.png
images/pc_3_YY1216105107_frame0098.png,labels/pc_3_YY1216105107_frame0098.png
images/pc_3_YY1216105107_frame0099.png,labels/pc_3_YY1216105107_frame0099.png
images/pc_3_YY1216105107_frame0100.png,labels/pc_3_YY1216105107_frame0100.png
images/pc_3_YY1216105107_frame0101.png,labels/pc_3_YY1216105107_frame0101.png
images/pc_3_YY1216105107_frame0102.png,labels/pc_3_YY1216105107_frame0102.png
images/pc_3_YY1216105107_frame0103.png,labels/pc_3_YY1216105107_frame0103.png
images/pc_3_YY1216105107_frame0104.png,labels/pc_3_YY1216105107_frame0104.png
images/pc_3_YY1216105107_frame0105.png,labels/pc_3_YY1216105107_frame0105.png
images/pc_3_YY1216105107_frame0106.png,labels/pc_3_YY1216105107_frame0106.png
images/pc_3_YY1216105107_frame0107.png,labels/pc_3_YY1216105107_frame0107.png
images/pc_3_YY1216105107_frame0108.png,labels/pc_3_YY1216105107_frame0108.png
images/pc_3_YY1216105107_frame0109.png,labels/pc_3_YY1216105107_frame0109.png
images/pc_3_YY1216105107_frame0110.png,labels/pc_3_YY1216105107_frame0110.png
images/pc_3_YY1216105107_frame0111.png,labels/pc_3_YY1216105107_frame0111.png
images/pc_3_YY1216105107_frame0112.png,labels/pc_3_YY1216105107_frame0112.png
images/pc_3_YY1216105107_frame0113.png,labels/pc_3_YY1216105107_frame0113.png
images/pc_3_YY1216105107_frame0114.png,labels/pc_3_YY1216105107_frame0114.png
images/pc_3_YY1216105107_frame0115.png,labels/pc_3_YY1216105107_frame0115.png
images/pc_3_YY1216105107_frame0116.png,labels/pc_3_YY1216105107_frame0116.png
images/pc_3_YY1216113415_frame0033.png,labels/pc_3_YY1216113415_frame0033.png
images/pc_3_YY1216113415_frame0034.png,labels/pc_3_YY1216113415_frame0034.png
images/pc_3_YY1216113415_frame0035.png,labels/pc_3_YY1216113415_frame0035.png
images/pc_3_YY1216113415_frame0036.png,labels/pc_3_YY1216113415_frame0036.png
images/pc_3_YY1216113415_frame0037.png,labels/pc_3_YY1216113415_frame0037.png
images/pc_3_YY1216113415_frame0038.png,labels/pc_3_YY1216113415_frame0038.png
images/pc_3_YY1216113415_frame0039.png,labels/pc_3_YY1216113415_frame0039.png
images/pc_3_YY1216113415_frame0040.png,labels/pc_3_YY1216113415_frame0040.png
images/pc_3_YY1216113415_frame0041.png,labels/pc_3_YY1216113415_frame0041.png
images/pc_3_YY1216113415_frame0042.png,labels/pc_3_YY1216113415_frame0042.png
images/pc_3_YY1216113415_frame0043.png,labels/pc_3_YY1216113415_frame0043.png
images/pc_3_YY1216113415_frame0044.png,labels/pc_3_YY1216113415_frame0044.png
images/pc_3_YY1216113415_frame0045.png,labels/pc_3_YY1216113415_frame0045.png
images/pc_3_YY1216113415_frame0046.png,labels/pc_3_YY1216113415_frame0046.png
images/pc_3_YY1216113415_frame0047.png,labels/pc_3_YY1216113415_frame0047.png
images/pc_3_YY1216113415_frame0048.png,labels/pc_3_YY1216113415_frame0048.png
images/pc_3_YY1216113415_frame0049.png,labels/pc_3_YY1216113415_frame0049.png
images/pc_3_YY1216113415_frame0050.png,labels/pc_3_YY1216113415_frame0050.png
images/pc_3_YY1216113415_frame0051.png,labels/pc_3_YY1216113415_frame0051.png
images/pc_3_YY1216113415_frame0052.png,labels/pc_3_YY1216113415_frame0052.png
images/pc_3_YY1216113415_frame0053.png,labels/pc_3_YY1216113415_frame0053.png
images/pc_3_YY1216113415_frame0054.png,labels/pc_3_YY1216113415_frame0054.png
images/pc_3_YY1216113415_frame0055.png,labels/pc_3_YY1216113415_frame0055.png
images/pc_3_YY1216113415_frame0056.png,labels/pc_3_YY1216113415_frame0056.png
images/pc_3_YY1216113415_frame0057.png,labels/pc_3_YY1216113415_frame0057.png
images/pc_3_YY1216113415_frame0058.png,labels/pc_3_YY1216113415_frame0058.png
images/pc_3_YY1216113415_frame0059.png,labels/pc_3_YY1216113415_frame0059.png
images/pc_3_YY1216113415_frame0060.png,labels/pc_3_YY1216113415_frame0060.png
images/pc_3_YY1216113415_frame0061.png,labels/pc_3_YY1216113415_frame0061.png
images/pc_3_YY1216113415_frame0062.png,labels/pc_3_YY1216113415_frame0062.png
images/pc_3_YY1216113415_frame0063.png,labels/pc_3_YY1216113415_frame0063.png
images/pc_3_YY1216113415_frame0064.png,labels/pc_3_YY1216113415_frame0064.png
images/pc_3_YY1216113415_frame0065.png,labels/pc_3_YY1216113415_frame0065.png
images/pc_3_YY1216113415_frame0066.png,labels/pc_3_YY1216113415_frame0066.png
images/pc_3_YY1216113415_frame0067.png,labels/pc_3_YY1216113415_frame0067.png
images/pc_3_YY1216113415_frame0068.png,labels/pc_3_YY1216113415_frame0068.png
images/pc_3_YY1216113415_frame0069.png,labels/pc_3_YY1216113415_frame0069.png
images/pc_3_YY1216113415_frame0070.png,labels/pc_3_YY1216113415_frame0070.png
images/pc_3_YY1216113415_frame0071.png,labels/pc_3_YY1216113415_frame0071.png
images/pc_3_YY1216113415_frame0072.png,labels/pc_3_YY1216113415_frame0072.png
images/pc_3_YY1216115916_frame0000.png,labels/pc_3_YY1216115916_frame0000.png
images/pc_3_YY1216115916_frame0001.png,labels/pc_3_YY1216115916_frame0001.png
images/pc_3_YY1216115916_frame0002.png,labels/pc_3_YY1216115916_frame0002.png
images/pc_3_YY1216115916_frame0003.png,labels/pc_3_YY1216115916_frame0003.png
images/pc_3_YY1216115916_frame0004.png,labels/pc_3_YY1216115916_frame0004.png
images/pc_3_YY1216115916_frame0005.png,labels/pc_3_YY1216115916_frame0005.png
images/pc_3_YY1216115916_frame0006.png,labels/pc_3_YY1216115916_frame0006.png
images/pc_3_YY1216115916_frame0007.png,labels/pc_3_YY1216115916_frame0007.png
images/pc_3_YY1216115916_frame0008.png,labels/pc_3_YY1216115916_frame0008.png
images/pc_3_YY1216115916_frame0009.png,labels/pc_3_YY1216115916_frame0009.png
images/pc_3_YY1216115916_frame0010.png,labels/pc_3_YY1216115916_frame0010.png
images/pc_3_YY1216115916_frame0011.png,labels/pc_3_YY1216115916_frame0011.png
images/pc_3_YY1216115916_frame0012.png,labels/pc_3_YY1216115916_frame0012.png
images/pc_3_YY1216115916_frame0013.png,labels/pc_3_YY1216115916_frame0013.png
images/pc_3_YY1216115916_frame0014.png,labels/pc_3_YY1216115916_frame0014.png
images/pc_3_YY1216115916_frame0015.png,labels/pc_3_YY1216115916_frame0015.png
images/pc_3_YY1216115916_frame0016.png,labels/pc_3_YY1216115916_frame0016.png
images/pc_3_YY1216115916_frame0017.png,labels/pc_3_YY1216115916_frame0017.png
images/pc_3_YY1216115916_frame0018.png,labels/pc_3_YY1216115916_frame0018.png
images/pc_3_YY1216115916_frame0019.png,labels/pc_3_YY1216115916_frame0019.png
images/pc_3_YY1216115916_frame0020.png,labels/pc_3_YY1216115916_frame0020.png
images/pc_3_YY1216115916_frame0021.png,labels/pc_3_YY1216115916_frame0021.png
images/pc_3_YY1216115916_frame0022.png,labels/pc_3_YY1216115916_frame0022.png
images/pc_3_YY1216115916_frame0023.png,labels/pc_3_YY1216115916_frame0023.png
images/pc_3_YY1216115916_frame0024.png,labels/pc_3_YY1216115916_frame0024.png
images/pc_3_YY1216115916_frame0025.png,labels/pc_3_YY1216115916_frame0025.png
images/pc_3_YY1216115916_frame0189.png,labels/pc_3_YY1216115916_frame0189.png
images/pc_3_YY1216115916_frame0190.png,labels/pc_3_YY1216115916_frame0190.png
images/pc_3_YY1216115916_frame0191.png,labels/pc_3_YY1216115916_frame0191.png
images/pc_3_YY1216115916_frame0192.png,labels/pc_3_YY1216115916_frame0192.png
images/pc_3_YY1216115916_frame0193.png,labels/pc_3_YY1216115916_frame0193.png
images/pc_3_YY1216115916_frame0194.png,labels/pc_3_YY1216115916_frame0194.png
images/pc_3_YY1216115916_frame0195.png,labels/pc_3_YY1216115916_frame0195.png
images/pc_3_YY1216115916_frame0196.png,labels/pc_3_YY1216115916_frame0196.png
images/pc_3_YY1216115916_frame0197.png,labels/pc_3_YY1216115916_frame0197.png
images/pc_3_YY1216115916_frame0198.png,labels/pc_3_YY1216115916_frame0198.png
images/pc_3_YY1216115916_frame0199.png,labels/pc_3_YY1216115916_frame0199.png
images/pc_3_YY1216132106_frame0032.png,labels/pc_3_YY1216132106_frame0032.png
images/pc_3_YY1216132106_frame0033.png,labels/pc_3_YY1216132106_frame0033.png
images/pc_3_YY1216132106_frame0034.png,labels/pc_3_YY1216132106_frame0034.png
images/pc_3_YY1216132106_frame0035.png,labels/pc_3_YY1216132106_frame0035.png
images/pc_3_YY1216132106_frame0036.png,labels/pc_3_YY1216132106_frame0036.png
images/pc_3_YY1216132106_frame0037.png,labels/pc_3_YY1216132106_frame0037.png
images/pc_3_YY1216132106_frame0038.png,labels/pc_3_YY1216132106_frame0038.png
images/pc_3_YY1216132106_frame0039.png,labels/pc_3_YY1216132106_frame0039.png
images/pc_3_YY1216132106_frame0040.png,labels/pc_3_YY1216132106_frame0040.png
images/pc_3_YY1216132106_frame0041.png,labels/pc_3_YY1216132106_frame0041.png
images/pc_3_YY1216132106_frame0042.png,labels/pc_3_YY1216132106_frame0042.png
images/pc_3_YY1216132106_frame0043.png,labels/pc_3_YY1216132106_frame0043.png
images/pc_3_YY1216132106_frame0045.png,labels/pc_3_YY1216132106_frame0045.png
images/pc_3_YY1216132106_frame0046.png,labels/pc_3_YY1216132106_frame0046.png
images/pc_3_YY1216132106_frame0047.png,labels/pc_3_YY1216132106_frame0047.png
images/pc_3_YY1216132106_frame0048.png,labels/pc_3_YY1216132106_frame0048.png
images/pc_3_YY1216132106_frame0049.png,labels/pc_3_YY1216132106_frame0049.png
images/pc_3_YY1216132106_frame0050.png,labels/pc_3_YY1216132106_frame0050.png
images/pc_3_YY1216132106_frame0051.png,labels/pc_3_YY1216132106_frame0051.png
images/pc_3_YY1216132106_frame0052.png,labels/pc_3_YY1216132106_frame0052.png
images/pc_3_YY1216132106_frame0053.png,labels/pc_3_YY1216132106_frame0053.png
images/pc_3_YY1216132106_frame0054.png,labels/pc_3_YY1216132106_frame0054.png
images/pc_3_YY1216132106_frame0055.png,labels/pc_3_YY1216132106_frame0055.png
images/pc_3_YY1216132106_frame0056.png,labels/pc_3_YY1216132106_frame0056.png
images/pc_3_YY1216132106_frame0057.png,labels/pc_3_YY1216132106_frame0057.png
images/pc_3_YY1216132106_frame0058.png,labels/pc_3_YY1216132106_frame0058.png
images/pc_3_YY1216132106_frame0059.png,labels/pc_3_YY1216132106_frame0059.png
images/pc_3_YY1216132106_frame0060.png,labels/pc_3_YY1216132106_frame0060.png
images/pc_3_YY1216132106_frame0061.png,labels/pc_3_YY1216132106_frame0061.png
images/pc_3_YY1216132106_frame0062.png,labels/pc_3_YY1216132106_frame0062.png
images/pc_3_YY1216132106_frame0063.png,labels/pc_3_YY1216132106_frame0063.png
images/pc_3_YY1216132106_frame0064.png,labels/pc_3_YY1216132106_frame0064.png
images/pc_3_YY1216132106_frame0065.png,labels/pc_3_YY1216132106_frame0065.png
images/pc_3_YY1216132106_frame0066.png,labels/pc_3_YY1216132106_frame0066.png
images/pc_3_YY1216132106_frame0067.png,labels/pc_3_YY1216132106_frame0067.png
images/pc_3_YY1216132106_frame0068.png,labels/pc_3_YY1216132106_frame0068.png
images/pc_3_YY1216133728_frame0146.png,labels/pc_3_YY1216133728_frame0146.png
images/pc_3_YY1216133728_frame0147.png,labels/pc_3_YY1216133728_frame0147.png
images/pc_3_YY1216133728_frame0148.png,labels/pc_3_YY1216133728_frame0148.png
images/pc_3_YY1216133728_frame0149.png,labels/pc_3_YY1216133728_frame0149.png
images/pc_3_YY1216133728_frame0150.png,labels/pc_3_YY1216133728_frame0150.png
images/pc_3_YY1216133728_frame0151.png,labels/pc_3_YY1216133728_frame0151.png
images/pc_3_YY1216133728_frame0152.png,labels/pc_3_YY1216133728_frame0152.png
images/pc_3_YY1216133728_frame0153.png,labels/pc_3_YY1216133728_frame0153.png
images/pc_3_YY1216133728_frame0154.png,labels/pc_3_YY1216133728_frame0154.png
images/pc_3_YY1216133728_frame0155.png,labels/pc_3_YY1216133728_frame0155.png
images/pc_3_YY1216133728_frame0156.png,labels/pc_3_YY1216133728_frame0156.png
images/pc_3_YY1216133728_frame0157.png,labels/pc_3_YY1216133728_frame0157.png
images/pc_3_YY1216133728_frame0158.png,labels/pc_3_YY1216133728_frame0158.png
images/pc_3_YY1216133728_frame0159.png,labels/pc_3_YY1216133728_frame0159.png
images/pc_3_YY1216133728_frame0160.png,labels/pc_3_YY1216133728_frame0160.png
images/pc_3_YY1216133728_frame0161.png,labels/pc_3_YY1216133728_frame0161.png
images/pc_3_YY1216133728_frame0162.png,labels/pc_3_YY1216133728_frame0162.png
images/pc_3_YY1216133728_frame0163.png,labels/pc_3_YY1216133728_frame0163.png
images/pc_3_YY1216133728_frame0164.png,labels/pc_3_YY1216133728_frame0164.png
images/pc_3_YY1216133728_frame0165.png,labels/pc_3_YY1216133728_frame0165.png
images/pc_3_YY1216133728_frame0166.png,labels/pc_3_YY1216133728_frame0166.png
images/pc_3_YY1216133728_frame0167.png,labels/pc_3_YY1216133728_frame0167.png
images/pc_3_YY1216133728_frame0168.png,labels/pc_3_YY1216133728_frame0168.png
images/pc_3_YY1216133728_frame0169.png,labels/pc_3_YY1216133728_frame0169.png
images/pc_3_YY1216133728_frame0170.png,labels/pc_3_YY1216133728_frame0170.png
images/pc_3_YY1216133728_frame0171.png,labels/pc_3_YY1216133728_frame0171.png
images/,labels/
images/_4_classi/,labels:labels/_4_classi/labels:
images/pc_1_YY1216100920_frame0058.png,labels/pc_1_YY1216100920_frame0058.png
images/pc_1_YY1216100920_frame0060.png,labels/pc_1_YY1216100920_frame0060.png
images/pc_1_YY1216100920_frame0061.png,labels/pc_1_YY1216100920_frame0061.png
